sessionId,vis,reported,truth,error
bvh3wsmlhg5y5i4ar7zqkh,Bubble,90,95.87032369,2.583837648
bvh3wsmlhg5y5i4ar7zqkh,Bubble,60,54.65800617,2.450747747
bvh3wsmlhg5y5i4ar7zqkh,Bar,50,95.43683807,5.509754045
bvh3wsmlhg5y5i4ar7zqkh,Bubble,50,50.14746198,0
bvh3wsmlhg5y5i4ar7zqkh,Pie,25,39.55030908,3.875318983
bvh3wsmlhg5y5i4ar7zqkh,Bubble,75,66.79593727,3.058154158
bvh3wsmlhg5y5i4ar7zqkh,Pie,80,87.36096698,2.904188686
bvh3wsmlhg5y5i4ar7zqkh,Bubble,100,95.82223799,2.105263046
bvh3wsmlhg5y5i4ar7zqkh,Bubble,95,82.4381846,3.665258069
bvh3wsmlhg5y5i4ar7zqkh,Pie,33,44.76838114,3.572087009
bvh3wsmlhg5y5i4ar7zqkh,Pie,25,36.23547406,3.505951133
bvh3wsmlhg5y5i4ar7zqkh,Bubble,25,21.86183078,1.706273806
bvh3wsmlhg5y5i4ar7zqkh,Bar,60,60.41559737,0
bvh3wsmlhg5y5i4ar7zqkh,Bar,70,70.50945185,0
bvh3wsmlhg5y5i4ar7zqkh,Bar,90,93.31255776,1.781383954
bvh3wsmlhg5y5i4ar7zqkh,Bubble,25,19.42745141,2.510341324
bvh3wsmlhg5y5i4ar7zqkh,Bubble,90,74.49276443,3.966452208
bvh3wsmlhg5y5i4ar7zqkh,Bar,75,68.63715111,2.697740217
bvh3wsmlhg5y5i4ar7zqkh,Pie,25,35.07997433,3.351200648
bvh3wsmlhg5y5i4ar7zqkh,Bar,40,40.29222526,0
bvh3wsmlhg5y5i4ar7zqkh,Bubble,75,50.95049319,4.595414552
bvh3wsmlhg5y5i4ar7zqkh,Bar,90,93.43741147,1.832854162
bvh3wsmlhg5y5i4ar7zqkh,Bubble,50,50.14746198,0
bvh3wsmlhg5y5i4ar7zqkh,Pie,100,94.60138757,2.465612096
bvh3wsmlhg5y5i4ar7zqkh,Pie,50,60.80797419,3.450614018
bvh3wsmlhg5y5i4ar7zqkh,Bar,50,46.24067984,1.957662118
bvh3wsmlhg5y5i4ar7zqkh,Pie,90,91.87538991,1.000281233
bvh3wsmlhg5y5i4ar7zqkh,Bar,75,66.94828043,3.031522163
bvh3wsmlhg5y5i4ar7zqkh,Bubble,30,33.59089228,1.893708678
bvh3wsmlhg5y5i4ar7zqkh,Bubble,50,38.31401645,3.562057204
bvh3wsmlhg5y5i4ar7zqkh,Pie,33,48.18796747,3.936681982
bvh3wsmlhg5y5i4ar7zqkh,Bar,65,67.53708189,1.41255495
bvh3wsmlhg5y5i4ar7zqkh,Bar,40,42.8475615,1.57170666
bvh3wsmlhg5y5i4ar7zqkh,Pie,40,53.1284408,3.72829505
bvh3wsmlhg5y5i4ar7zqkh,Pie,50,48.36351579,0.8167915401
bvh3wsmlhg5y5i4ar7zqkh,Bar,75,70.18672746,2.30400646
bvh3wsmlhg5y5i4ar7zqkh,Bar,66,60.06840269,2.598507493
bvh3wsmlhg5y5i4ar7zqkh,Pie,25,35.07997433,3.351200648
bvh3wsmlhg5y5i4ar7zqkh,Pie,20,23.13041753,1.702842589
bvh3wsmlhg5y5i4ar7zqkh,Bubble,50,40.10782078,3.324404406
hi7x957tuo81qdr5bz86pa,Bar,99,97.49477099,0.7050746401
hi7x957tuo81qdr5bz86pa,Bubble,90,89.04575653,0.1100203636
hi7x957tuo81qdr5bz86pa,Bubble,30,31.17888505,0.3828166849
hi7x957tuo81qdr5bz86pa,Pie,90,84.95891412,2.369071626
hi7x957tuo81qdr5bz86pa,Bubble,20,26.77411286,2.786410861
hi7x957tuo81qdr5bz86pa,Bar,70,67.40019695,1.446151953
hi7x957tuo81qdr5bz86pa,Bar,25,25.4497771,0
hi7x957tuo81qdr5bz86pa,Pie,25,18.49012225,2.730069885
hi7x957tuo81qdr5bz86pa,Bar,33,33.5578826,0
hi7x957tuo81qdr5bz86pa,Bar,75,73.58647329,0.621549491
hi7x957tuo81qdr5bz86pa,Bubble,100,97.82730023,1.200190302
hi7x957tuo81qdr5bz86pa,Bar,95,99.06357453,2.066459346
hi7x957tuo81qdr5bz86pa,Pie,90,93.8741102,1.999679037
hi7x957tuo81qdr5bz86pa,Bubble,98,82.54441727,3.961677288
hi7x957tuo81qdr5bz86pa,Bar,35,30.63684157,2.166123603
hi7x957tuo81qdr5bz86pa,Pie,25,27.42780123,1.352081212
hi7x957tuo81qdr5bz86pa,Bubble,85,81.63657443,1.802576053
hi7x957tuo81qdr5bz86pa,Bubble,68,60.52680382,2.925656961
hi7x957tuo81qdr5bz86pa,Bubble,80,78.08098362,1.031406759
hi7x957tuo81qdr5bz86pa,Bubble,75,49.19006848,4.696824655
hi7x957tuo81qdr5bz86pa,Bar,50,52.27749832,1.264535424
hi7x957tuo81qdr5bz86pa,Bubble,65,61.97877953,1.653619772
hi7x957tuo81qdr5bz86pa,Bubble,85,73.31203966,3.562298646
hi7x957tuo81qdr5bz86pa,Bar,98,98.91587301,0.05779406228
hi7x957tuo81qdr5bz86pa,Bar,60,56.8329607,1.718981558
hi7x957tuo81qdr5bz86pa,Bar,55,58.64747677,1.915512018
hi7x957tuo81qdr5bz86pa,Pie,40,42.88345955,1.58902496
hi7x957tuo81qdr5bz86pa,Bar,85,80.32771065,2.262219459
hi7x957tuo81qdr5bz86pa,Pie,65,57.70644991,2.891137249
hi7x957tuo81qdr5bz86pa,Bubble,68,60.13533296,2.998135382
hi7x957tuo81qdr5bz86pa,Bubble,95,93.06417494,1.043222043
hi7x957tuo81qdr5bz86pa,Bubble,70,56.71617003,3.745111451
hi7x957tuo81qdr5bz86pa,Pie,40,29.76441544,3.3730335
hi7x957tuo81qdr5bz86pa,Bar,90,94.38740338,2.17389604
hi7x957tuo81qdr5bz86pa,Pie,,35.1515036,5.140635671
hi7x957tuo81qdr5bz86pa,Bar,95,97.87723237,1.586035646
hi7x957tuo81qdr5bz86pa,Pie,85,73.97095781,3.479494728
hi7x957tuo81qdr5bz86pa,Bar,35,36.51983796,0.717945468
hi7x957tuo81qdr5bz86pa,Bar,50,46.05093831,2.026467825
hi7x957tuo81qdr5bz86pa,Pie,55,57.82570876,1.561061529
hi7x957tuo81qdr5bz86pa,Bubble,20,19.84592704,0
hi7x957tuo81qdr5bz86pa,Bubble,70,62.27820642,2.972103249
hi7x957tuo81qdr5bz86pa,Bar,90,92.27416223,1.262530715
hi7x957tuo81qdr5bz86pa,Bubble,80,67.79729341,3.623832524
hi7x957tuo81qdr5bz86pa,Pie,40,39.49176459,0
hi7x957tuo81qdr5bz86pa,Pie,80,84.81266293,2.303828354
hi7x957tuo81qdr5bz86pa,Bubble,75,61.8505576,3.730579356
hi7x957tuo81qdr5bz86pa,Pie,50,49.89409142,0
hi7x957tuo81qdr5bz86pa,Pie,80,87.90803915,3.005945908
hi7x957tuo81qdr5bz86pa,Bar,95,97.45987987,1.370097237
hi7x957tuo81qdr5bz86pa,Pie,33,43.12188858,3.357114003
hi7x957tuo81qdr5bz86pa,Bar,60,55.89727375,2.079881964
hi7x957tuo81qdr5bz86pa,Pie,40,45.72429096,2.548261756
hi7x957tuo81qdr5bz86pa,Pie,33,33.55539016,0
hi7x957tuo81qdr5bz86pa,Pie,20,21.82471829,0.9632656874
hi7x957tuo81qdr5bz86pa,Pie,33,39.71037662,2.77302083
hi7x957tuo81qdr5bz86pa,Bubble,55,47.84438658,2.864060009
hi7x957tuo81qdr5bz86pa,Pie,90,82.37272502,2.954619745
hi7x957tuo81qdr5bz86pa,Bubble,70,41.72662142,4.827736656
hi7x957tuo81qdr5bz86pa,Bar,20,19.60592272,0
1zylyydf1msj64bt0b812d,Bubble,60,58.78376402380277,0.4235630864
1zylyydf1msj64bt0b812d,Bubble,100,93.44801431970609,2.739196946
1zylyydf1msj64bt0b812d,Bar,70,69.47024258268135,0
1zylyydf1msj64bt0b812d,Bubble,100,95.92111238578008,2.071724101
1zylyydf1msj64bt0b812d,Bar,60,62.9924417421926,1.6403626
1zylyydf1msj64bt0b812d,Pie,40,55.09846435546848,3.928224801
1zylyydf1msj64bt0b812d,Bar,50,51.09668016942047,0.2888666433
1zylyydf1msj64bt0b812d,Bubble,40,39.919530706378175,0
1zylyydf1msj64bt0b812d,Bar,35,42.38912406881602,2.909604937
1zylyydf1msj64bt0b812d,Pie,40,46.012608346160654,2.617676587
1zylyydf1msj64bt0b812d,Bubble,95,99.35489829698649,2.16346598
1zylyydf1msj64bt0b812d,Pie,80,97.95728126173387,4.176504795
1zylyydf1msj64bt0b812d,Pie,80,98.45550382067881,4.215717717
1zylyydf1msj64bt0b812d,Bubble,90,75.85734439509608,3.834676392
1zylyydf1msj64bt0b812d,Pie,70,67.69671814800515,1.279935886
1zylyydf1msj64bt0b812d,Pie,10,17.2529374459382,2.883217557
1zylyydf1msj64bt0b812d,Bar,24,32.55705204786612,3.118036071
1zylyydf1msj64bt0b812d,Pie,90,93.06564491606787,1.673848061
1zylyydf1msj64bt0b812d,Bubble,80,92.98327004536405,3.712405394
1zylyydf1msj64bt0b812d,Bubble,20,26.96880767255294,2.826560216
1zylyydf1msj64bt0b812d,Pie,50,47.13642816423504,1.579456221
1zylyydf1msj64bt0b812d,Bar,25,20.514438275342734,2.204942531
1zylyydf1msj64bt0b812d,Pie,50,55.905119242661364,2.592186531
1zylyydf1msj64bt0b812d,Pie,25,25.596267747445832,0
1zylyydf1msj64bt0b812d,Bar,70,71.7349568025664,0.8952691152
1zylyydf1msj64bt0b812d,Bubble,30,29.33129110135572,0
1zylyydf1msj64bt0b812d,Pie,90,83.85442112443756,2.648598633
1zylyydf1msj64bt0b812d,Pie,90,82.09073768204185,3.006165566
1zylyydf1msj64bt0b812d,Pie,40,62.14078672049384,4.476756683
1zylyydf1msj64bt0b812d,Bubble,70,64.98122676588797,2.362827042
1zylyydf1msj64bt0b812d,Pie,90,93.33017335297637,1.788758095
1zylyydf1msj64bt0b812d,Bar,60,62.56013807891486,1.424996278
1zylyydf1msj64bt0b812d,Pie,50,53.819550459790655,1.979860893
1zylyydf1msj64bt0b812d,Pie,40,62.5211399382563,4.501193257
1zylyydf1msj64bt0b812d,Pie,100,88.73712339023078,3.509426861
1zylyydf1msj64bt0b812d,Bubble,60,53.722671956089115,2.6785966
1zylyydf1msj64bt0b812d,Bubble,60,48.953140777263606,3.481797394
1zylyydf1msj64bt0b812d,Pie,30,31.78138971112105,0.9308430704
1zylyydf1msj64bt0b812d,Bar,15,17.63593135727866,1.46515502
1zylyydf1msj64bt0b812d,Bar,70,73.98528085066076,2.039236975
1zylyydf1msj64bt0b812d,Bubble,70,58.70301464315697,3.513741535
1zylyydf1msj64bt0b812d,Bar,99,97.36888415372582,0.8123880188
1zylyydf1msj64bt0b812d,Bar,40,39.67157232976999,0
1zylyydf1msj64bt0b812d,Bar,60,62.29839491865413,1.277029527
1zylyydf1msj64bt0b812d,Bar,70,83.04637138207896,3.719333659
1zylyydf1msj64bt0b812d,Bar,80,79.03645881351024,0.122395995
1zylyydf1msj64bt0b812d,Bubble,70,83.53798761013611,3.772201079
1zylyydf1msj64bt0b812d,Bubble,80,78.72583659823182,0.484564458
1zylyydf1msj64bt0b812d,Bar,45,45.319168622448764,0
1zylyydf1msj64bt0b812d,Pie,80,88.92237524029993,3.177499309
1zylyydf1msj64bt0b812d,Bubble,80,71.49504736723402,3.109352641
1zylyydf1msj64bt0b812d,Bubble,60,70.45345504984067,3.403057037
1zylyydf1msj64bt0b812d,Bubble,90,85.3741295644081,2.248191863
1zylyydf1msj64bt0b812d,Pie,25,26.867682486695543,0.99471185
1zylyydf1msj64bt0b812d,Bar,50,54.40838516568605,2.180588741
1zylyydf1msj64bt0b812d,Bubble,40,42.68686922079563,1.491529497
1zylyydf1msj64bt0b812d,Bar,40,37.59454841766966,1.33939487
1zylyydf1msj64bt0b812d,Bar,70,75.72594729615633,2.548670223
1zylyydf1msj64bt0b812d,Bar,60,59.60913313566108,0
1zylyydf1msj64bt0b812d,Bubble,25,32.461180075800335,2.923373618
